,CN,O,C,businessCategory,serialNumber,juristiction,issuer_CN,issuer_O,expired,notBefore,notAfter,verCode,time_collected
10393,rareanalsex.com,,,,,,R3,Let's Encrypt,False,b'20210328131247Z',b'20210626131247Z',0,1620583434.5619273
10394,zucks.co.jp,,,,,,Amazon,Amazon,False,b'20210129000000Z',b'20220227235959Z',0,1620583435.5818496
10395,www.vintagepaperads.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20210507000000Z',b'20220521235959Z',0,1620583436.8869357
10396,notchesblog.com,,,,,,R3,Let's Encrypt,False,b'20210314212111Z',b'20210612212111Z',0,1620583437.051824
10397,unikey.vn,"Cloudflare, Inc.",US,,,,Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",False,b'20200702000000Z',b'20210702120000Z',0,1620583437.423712
10398,*.tmts.tw,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200915000000Z',b'20210915235959Z',0,1620583439.4740634
10399,adellock.ru,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210331000000Z',b'20210629235959Z',0,1620583439.7611759
10400,eastman.test3.tentwelve.com,,,,,,R3,Let's Encrypt,False,b'20210311092026Z',b'20210609092026Z',0,1620583439.9861298
10401,koalabear.com,,,,,,R3,Let's Encrypt,False,b'20210502164031Z',b'20210731164031Z',0,1620583440.406371
10402,game-mills.kingofmills.info,,,,,,game-mills.kingofmills.info,,False,b'20200705045300Z',b'20210705045300Z',18,1620583441.1507497
10403,www.arpdcresources.ca,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20201026000000Z',b'20211026235959Z',0,1620583442.7991498
10404,firewallcenters.org,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20200526195121Z',b'20220404162940Z',0,1620583443.2751775
10405,sezession.de,"Cloudflare, Inc.",US,,,,Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",False,b'20200705000000Z',b'20210705120000Z',0,1620583443.6703758
10407,www.builders.org.uk,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20210118000000Z',b'20220218235959Z',0,1620583444.0555975
10408,xn--80apefbdm9ah5g.xn--p1ai,,,,,,Thawte RSA CA 2018,DigiCert Inc,False,b'20210114000000Z',b'20220114235959Z',0,1620583444.5148392
10409,thelanguagegallery.com,"Cloudflare, Inc.",US,,,,Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",False,b'20200705000000Z',b'20210705120000Z',0,1620583444.7182868
10410,infos-jeunes.fr,,,,,,R3,Let's Encrypt,False,b'20210408215810Z',b'20210707215810Z',0,1620583445.9398806
10411,vsesport.ru,,,,,,Thawte RSA CA 2018,DigiCert Inc,False,b'20201206000000Z',b'20211210235959Z',0,1620583446.2714128
10412,rayban-sunglasses.org.uk,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,True,b'20200905000000Z',b'20201204235959Z',10,1620583447.7419574
10414,peoples.coop,,,,,,R3,Let's Encrypt,False,b'20210430231643Z',b'20210729231643Z',0,1620583448.3044002
10415,thecenterformindfuleating.org,,,,,,R3,Let's Encrypt,False,b'20210425180106Z',b'20210724180106Z',0,1620583451.0593688
10418,leiloesjudiciais.com.br,,,,,,R3,Let's Encrypt,False,b'20210419101346Z',b'20210718101346Z',0,1620583452.9311209
10419,kentpolk.net,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210408000000Z',b'20210707235959Z',0,1620583453.6740675
10420,ibsr.be,,,,,,R3,Let's Encrypt,False,b'20210318053720Z',b'20210616053720Z',0,1620583454.0293994
10422,www.seqwater.com.au,,,,,,R3,Let's Encrypt,False,b'20210410003826Z',b'20210709003826Z',0,1620583455.2918816
10423,letsgo-life.ru,,,,,,R3,Let's Encrypt,False,b'20210420082910Z',b'20210719082910Z',0,1620583455.5483348
10424,*.e-wie-einfach.de,E WIE EINFACH GmbH,DE,,,,Thawte TLS RSA CA G1,DigiCert Inc,False,b'20190718000000Z',b'20210915120000Z',0,1620583455.8873532
10425,www.amerpoort.nl,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20190605000000Z',b'20210605235959Z',0,1620583456.1407232
10426,www.testfakta.se,,,,,,R3,Let's Encrypt,False,b'20210503103724Z',b'20210801103724Z',0,1620583456.413433
10427,link.naser.tech,,,,,,R3,Let's Encrypt,False,b'20210426195513Z',b'20210725195513Z',0,1620583457.876886
10428,rhinotimes.com,,,,,,R3,Let's Encrypt,False,b'20210414132423Z',b'20210713132423Z',0,1620583460.7362218
10429,gifsex.ru,,,,,,R3,Let's Encrypt,False,b'20210216022712Z',b'20210517022712Z',0,1620583461.0249565
10430,*.quintgroup.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200629000000Z',b'20220630235959Z',0,1620583461.2019155
10431,*.thebestlinks.com,,,,,,R3,Let's Encrypt,False,b'20210502215639Z',b'20210731215639Z',0,1620583461.655808
10433,automoyka32.ru,,,,,,R3,Let's Encrypt,False,b'20210420100232Z',b'20210719100232Z',0,1620583462.8285687
10434,leafy420store.com,,,,,,R3,Let's Encrypt,False,b'20210425120923Z',b'20210724120923Z',0,1620583463.0583482
10435,clustered.web.hosting,Fasthosts Internet Limited,GB,,,,clustered.web.hosting,Fasthosts Internet Limited,True,b'20180806132120Z',b'20190806132120Z',10,1620583463.2412941
10436,dhule.gov.in,,,,,,R3,Let's Encrypt,False,b'20210423060334Z',b'20210722060334Z',0,1620583464.0727963
10437,AXAXL.com,XL CATLIN SERVICES SE,IE,,,,DigiCert SHA2 Secure Server CA,DigiCert Inc,False,b'20200824000000Z',b'20220829120000Z',0,1620583464.4577613
10439,aieed.com,,,,,,R3,Let's Encrypt,False,b'20210429031458Z',b'20210728031458Z',0,1620583467.3214705
10440,designer-notes.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210331000000Z',b'20210629235959Z',0,1620583468.009355
10442,sqirlla.com,,,,,,R3,Let's Encrypt,False,b'20210507220224Z',b'20210805220224Z',0,1620583468.961396
10443,secure110.prositehosting.co.uk,Fasthosts Internet Ltd.,GB,,,,GeoTrust RSA CA 2018,DigiCert Inc,False,b'20200922000000Z',b'20210927120000Z',0,1620583469.2820275
10444,studiotvhd.ro,,,,,,R3,Let's Encrypt,False,b'20210430052205Z',b'20210729052205Z',0,1620583469.6140528
10445,deliveringworkthatmatters.tabbyfrank.com,,,,,,R3,Let's Encrypt,False,b'20210307235754Z',b'20210605235754Z',0,1620583470.1063023
10446,fitingi-trubi.ru,,,,,,R3,Let's Encrypt,False,b'20210413231306Z',b'20210712231306Z',0,1620583471.486454
10447,scholarshipsinindia.com,,,,,,R3,Let's Encrypt,False,b'20210409201246Z',b'20210708201246Z',0,1620583471.652901
10448,writingforums.org,,,,,,R3,Let's Encrypt,False,b'20210421021541Z',b'20210720021541Z',0,1620583472.545443
10449,covid-nma.com,,,,,,R3,Let's Encrypt,False,b'20210315224842Z',b'20210613224842Z',0,1620583472.871041
10450,cpcontacts.yonkerstimes.com,,,,,,R3,Let's Encrypt,False,b'20210418152732Z',b'20210717152732Z',0,1620583473.4079378
10451,*.ecmarsh.com,,,,,,R3,Let's Encrypt,False,b'20210322213826Z',b'20210620213826Z',0,1620583474.0110426
10453,psma.ru,,,,,,R3,Let's Encrypt,False,b'20210319084446Z',b'20210617084446Z',0,1620583476.0708437
10454,cmucreatelab.org,,,,,,R3,Let's Encrypt,False,b'20210506104607Z',b'20210804104607Z',0,1620583476.9619613
10455,*.auto49.ru,,,,,,R3,Let's Encrypt,False,b'20210415200149Z',b'20210714200149Z',0,1620583477.2251375
10456,austcommunitymedia.com.au,,,,,,Amazon,Amazon,False,b'20210330000000Z',b'20220428235959Z',0,1620583478.2243907
10457,*.gorillagroup.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20200530111634Z',b'20220729161840Z',0,1620583478.8632271
10459,belgro.ru,,,,,,R3,Let's Encrypt,False,b'20210424061547Z',b'20210723061547Z',0,1620583479.479878
10460,miracletrees.org,,,,,,R3,Let's Encrypt,False,b'20210319010411Z',b'20210617010411Z',0,1620583479.7783265
10461,havan.ca,,,,,,R3,Let's Encrypt,False,b'20210301022627Z',b'20210530022627Z',0,1620583480.368998
10462,wokingham.today,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210507000000Z',b'20210805235959Z',0,1620583480.601806
10463,*.heilpraxis-conrad-jena.de,,,,,,Encryption Everywhere DV TLS CA - G1,DigiCert Inc,False,b'20210326000000Z',b'20220408235959Z',0,1620583480.8381526
10464,*.therapeuticresearch.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20200818130252Z',b'20211017175059Z',0,1620583481.4358656
10466,susa2.ooguy.com,,,,,,susa2.ooguy.com,,False,b'20201107015731Z',b'20211107015731Z',18,1620583485.6584508
10467,latestone.com,,,,,,R3,Let's Encrypt,False,b'20210404115922Z',b'20210703115922Z',0,1620583486.9712312
10468,copenhagenet.dk,,,,,,R3,Let's Encrypt,False,b'20210507060133Z',b'20210805060133Z',0,1620583488.304971
10469,countrysideproperties.com,"Cloudflare, Inc.",US,,,,Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",False,b'20200701000000Z',b'20210701120000Z',0,1620583488.9732718
10472,agoracart.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210504000000Z',b'20210802235959Z',0,1620583491.6961355
10473,madsenmusik.de,,,,,,R3,Let's Encrypt,False,b'20210321174915Z',b'20210619174915Z',0,1620583493.0714347
10474,technologyvisual.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210320000000Z',b'20210618235959Z',0,1620583494.6797376
10475,www.clickteam.jp,,,,,,Amazon,Amazon,False,b'20210226000000Z',b'20220327235959Z',0,1620583495.664467
10477,postaltimes.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210331000000Z',b'20210629235959Z',0,1620583497.0907297
10479,gloriafood.com,,,,,,R3,Let's Encrypt,False,b'20210322045830Z',b'20210620045830Z',0,1620583498.3059132
10480,teliportme.com,,,,,,R3,Let's Encrypt,False,b'20210314090043Z',b'20210612090043Z',0,1620583499.033686
10481,*.powered-by-mom.com,,,,,,R3,Let's Encrypt,False,b'20210501223504Z',b'20210730223504Z',0,1620583500.2408125
10482,exitbee.com,,,,,,SwissNS TLS Issuing RSA CA R1,swissns GmbH,False,b'20201207134836Z',b'20211207134836Z',0,1620583500.560461
10483,bford.info,,,,,,R3,Let's Encrypt,False,b'20210429012451Z',b'20210728012451Z',0,1620583500.852054
10484,www.nandos.com,,,,,,R3,Let's Encrypt,False,b'20210426233219Z',b'20210725233219Z',0,1620583501.0370746
10486,www.kraemer.de,,DE,,,,AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,False,b'20200227131806Z',b'20220227131806Z',0,1620583502.7422984
10487,*.dealonpage.com,,,,,,R3,Let's Encrypt,False,b'20210428115442Z',b'20210727115442Z',0,1620584727.366503
10488,strana-rosatom.ru,,,,,,R3,Let's Encrypt,False,b'20210428035948Z',b'20210727035948Z',0,1620583503.6525686
10490,ceroco2.org,,,,,,R3,Let's Encrypt,False,b'20210411023040Z',b'20210710023040Z',0,1620583504.3500159
10491,brothers-style.ru,,,,,,Thawte RSA CA 2018,DigiCert Inc,False,b'20200808000000Z',b'20210809120000Z',0,1620583504.755602
10492,zwitschern.echonet.at,,,,,,R3,Let's Encrypt,False,b'20210411080118Z',b'20210710080118Z',0,1620583505.1218858
10493,www.stattorney.org,Baltimore City States Attorneys Office,US,,,,Entrust Certification Authority - L1K,"Entrust, Inc.",False,b'20200221155209Z',b'20220224162208Z',0,1620583506.669515
10494,todes.ru,,,,,,R3,Let's Encrypt,False,b'20210401182222Z',b'20210630182222Z',0,1620583508.432611
10496,*.studygreece.gr,,,,,,*.studygreece.gr,,False,b'20180228115537Z',b'20230227115537Z',18,1620583509.363118
10499,navi.thathostingplace.com,,,,,,COMODO RSA Domain Validation Secure Server CA,COMODO CA Limited,True,b'20160123000000Z',b'20160422235959Z',10,1620583510.9246974
10500,*.cap-metiers.pro,,,,,,Gandi Standard SSL CA 2,Gandi,False,b'20190718000000Z',b'20210718235959Z',0,1620583512.2756102
10501,www.mgmc.org,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20201203000000Z',b'20211203235959Z',0,1620583512.880338
10502,moltoluce.com,,,,,,Encryption Everywhere DV TLS CA - G1,DigiCert Inc,False,b'20210420000000Z',b'20220420235959Z',0,1620583513.1971571
10503,myht.org,,,,,,R3,Let's Encrypt,False,b'20210501181629Z',b'20210730181629Z',21,1620583514.2127273
10504,vipnation.com,,,,,,R3,Let's Encrypt,False,b'20210429151345Z',b'20210728151345Z',0,1620583514.6492589
10505,abnehmtricks-und-abnehmtipps.de,,,,,,R3,Let's Encrypt,False,b'20210413131335Z',b'20210712131335Z',0,1620583514.8761861
10506,lawstudy.typesofservice.com,,,,,,lawstudy.typesofservice.com,,True,b'20180413072729Z',b'20190413072729Z',10,1620583515.316623
10507,*.benelinx.nl,,,,,,R3,Let's Encrypt,False,b'20210329211643Z',b'20210627211643Z',0,1620583515.65963
10508,ymcadallas.org,Young Men's Christian Association of Metropolitan Dallas,US,,,,DigiCert SHA2 Secure Server CA,DigiCert Inc,False,b'20200603000000Z',b'20220609120000Z',0,1620583516.1454587
10509,unequalscenes.com,,,,,,R3,Let's Encrypt,False,b'20210330112348Z',b'20210628112348Z',0,1620583516.4491942
10511,cluster013.hosting.ovh.net,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200602000000Z',b'20210602235959Z',0,1620583517.3103535
10512,lazemte.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210402000000Z',b'20210701235959Z',0,1620583517.9062662
10513,directory.gov.au,,,,,,R3,Let's Encrypt,False,b'20210326015316Z',b'20210624015316Z',0,1620583518.9160986
10514,*.librered.net,,,,,,R3,Let's Encrypt,False,b'20210405215502Z',b'20210704215502Z',0,1620583519.2812364
10515,*.openvault.com,OpenVault LLC,US,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20200616233209Z',b'20220616233209Z',0,1620583519.7532442
10516,longroofing.com,,,,,,R3,Let's Encrypt,False,b'20210313202640Z',b'20210611202640Z',0,1620583520.2441835
10517,*.eurogamer.be,,,,,,Amazon,Amazon,False,b'20201024000000Z',b'20211122235959Z',0,1620583520.749257
10519,webmail.satoglasscebu.com,,,,,,R3,Let's Encrypt,False,b'20210313050816Z',b'20210611050816Z',0,1620583521.2729204
10520,ultraiso.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20201114000000Z',b'20211211235959Z',0,1620583521.7435207
10523,www.cote-lumiere.com,,,,,,R3,Let's Encrypt,False,b'20210428061557Z',b'20210727061557Z',0,1620583526.4786906
10524,frugalhotspot.com,,,,,,R3,Let's Encrypt,False,b'20210426163816Z',b'20210725163816Z',0,1620583526.695664
10525,www.nbkr.kg,National Bank of the Kyrgyz Republic,KG,Government Entity,Government Entity,,GeoTrust EV RSA CA 2018,DigiCert Inc,True,b'20181105000000Z',b'20201204120000Z',10,1620583527.3769956
10526,motorka.org,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20210129000000Z',b'20220301235959Z',0,1620583527.834999
10527,*.fujitsu-general.com,FUJITSU GENERAL LIMITED,JP,,,,GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,False,b'20210301045207Z',b'20220402045207Z',0,1620583529.5090523
10531,films-disney.fr,,,,,,R3,Let's Encrypt,False,b'20210325124205Z',b'20210623124205Z',0,1620583534.1307008
10533,infoplay.info,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210306000000Z',b'20210604235959Z',0,1620583534.64525
10534,wg21.link,,,,,,R3,Let's Encrypt,False,b'20210214070023Z',b'20210515070023Z',0,1620583535.0860398
10535,yorhel.nl,,,,,,R3,Let's Encrypt,False,b'20210329183800Z',b'20210627183800Z',0,1620583535.4838252
10536,gearculture.com,,,,,,R3,Let's Encrypt,False,b'20210322012651Z',b'20210620012651Z',0,1620583537.0293036
10538,www.rente.nl,Geld.nl B.V.,NL,Private Organization,52062910,,Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,False,b'20201217000000Z',b'20211218235959Z',0,1620583538.218758
10543,labourdept.gov.lk,,,,,,R3,Let's Encrypt,False,b'20210419223110Z',b'20210718223110Z',0,1620583543.9224284
10546,mail.petersandman.com,,,,,,R3,Let's Encrypt,False,b'20210316051239Z',b'20210614051239Z',0,1620583550.0135229
10547,fromthehearthomecaresc.com,,,,,,R3,Let's Encrypt,False,b'20210417142459Z',b'20210716142459Z',0,1620583550.499339
10548,gurgleapps.com,,,,,,R3,Let's Encrypt,False,b'20210321142338Z',b'20210619142338Z',0,1620583551.2665854
10549,*.huber-online.com,,,,,,RapidSSL RSA CA 2018,DigiCert Inc,False,b'20200513000000Z',b'20220711120000Z',0,1620583552.9654608
10550,lyviacairo.com,,,,,,R3,Let's Encrypt,False,b'20210429100740Z',b'20210728100740Z',0,1620583553.1999178
10551,cani.com,,,,,,R3,Let's Encrypt,False,b'20210412095101Z',b'20210711095101Z',21,1620583553.3795965
10552,zetafonts.com,,,,,,R3,Let's Encrypt,False,b'20210310082749Z',b'20210608082749Z',0,1620583554.9212518
10553,*.srv.cat,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200917000000Z',b'20211018235959Z',0,1620583555.2864082
10554,isoe.de,,,,,,R3,Let's Encrypt,False,b'20210326225545Z',b'20210624225545Z',0,1620583555.5747466
10555,smsautofabrics.com,,,,,,R3,Let's Encrypt,False,b'20210411193052Z',b'20210710193052Z',0,1620583556.7784388
10557,colors.life,,,,,,R3,Let's Encrypt,False,b'20210421201744Z',b'20210720201744Z',0,1620583557.2591903
10558,www.topazsystems.com,,,,,,Thawte TLS RSA CA G1,DigiCert Inc,False,b'20190930000000Z',b'20211128120000Z',0,1620583557.9094841
10559,eagleharborbooks.com,,,,,,R3,Let's Encrypt,False,b'20210508052258Z',b'20210806052258Z',0,1620583558.4526849
10560,www.oae.co.uk,,,,,,R3,Let's Encrypt,False,b'20210424234207Z',b'20210723234207Z',0,1620583558.7132423
10562,*.mazrec.co.ir,,IR,,,,Certum Domain Validation CA SHA2,Unizeto Technologies S.A.,False,b'20200531054305Z',b'20220531054305Z',0,1620583561.3641164
10563,radioduisburg.de,,,,,,R3,Let's Encrypt,False,b'20210410215340Z',b'20210709215340Z',0,1620583561.8113723
10564,*.samitivejhospitals.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200206000000Z',b'20220205235959Z',0,1620583562.064866
10568,www.oovacances.com,,,,,,R3,Let's Encrypt,False,b'20210318080242Z',b'20210616080242Z',0,1620583565.5581605
10570,eventphotojournalism.com,,,,,,Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",False,b'20200712080843Z',b'20210811013919Z',0,1620583566.055999
10571,csbc.ca,,,,,,R3,Let's Encrypt,False,b'20210501195231Z',b'20210730195231Z',0,1620583566.758125
10572,bltsteaksouthampton.bltsteak.com,,,,,,R3,Let's Encrypt,False,b'20210429080607Z',b'20210728080607Z',0,1620583568.2612052
10574,www.lovehulten.com,,,,,,R3,Let's Encrypt,False,b'20210505210119Z',b'20210803210119Z',0,1620583571.1318693
10577,thisislove.ru,,,,,,R3,Let's Encrypt,False,b'20210414000226Z',b'20210713000226Z',0,1620583573.487247
10578,*.marcorela.com.br,,,,,,R3,Let's Encrypt,False,b'20210328155113Z',b'20210626155113Z',0,1620583574.286998
10579,cpcontacts.rowetechinc.co,,,,,,R3,Let's Encrypt,False,b'20210217035836Z',b'20210518035836Z',0,1620583574.9402034
10581,pnr-queyras.fr,,,,,,R3,Let's Encrypt,False,b'20210329175807Z',b'20210627175807Z',0,1620583576.449729
10582,wnu.com,"Epoch.com, LLC",US,Private Organization,200403110094,,Thawte EV RSA CA 2018,DigiCert Inc,False,b'20200806000000Z',b'20220824120000Z',0,1620583576.815032
10583,ideatank.pe,,,,,,R3,Let's Encrypt,False,b'20210419004759Z',b'20210718004759Z',0,1620583578.7674975
10584,richarddolanpress.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20210325000000Z',b'20210623235959Z',0,1620583581.258548
10585,www.shan-gri-la.jp,,,,,,R3,Let's Encrypt,False,b'20210315230738Z',b'20210613230738Z',0,1620583582.1003318
10588,*.prokon.net,PROKON Regenerative Energien eG,DE,,,,Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,False,b'20210212000000Z',b'20220303235959Z',0,1620583583.78853
10589,*.boyaqqid.club,,,,,,R3,Let's Encrypt,False,b'20210404161915Z',b'20210703161915Z',0,1620583587.26141
10591,www.sulselsatu.com,,,,,,R3,Let's Encrypt,False,b'20210425065108Z',b'20210724065108Z',0,1620583588.1058173
10592,cadre-dirigeant-magazine.com,,,,,,R3,Let's Encrypt,False,b'20210315170712Z',b'20210613170712Z',0,1620583588.4602168
10597,webdisk.tourismabbotsford.ca,,,,,,R3,Let's Encrypt,False,b'20210313074542Z',b'20210611074542Z',0,1620583590.6974812
10598,webdisk.terapiadecine.com,,,,,,R3,Let's Encrypt,False,b'20210419222021Z',b'20210718222021Z',0,1620583591.1520183
10599,cpcontacts.minakfashion.com,,,,,,R3,Let's Encrypt,False,b'20210226174627Z',b'20210527174627Z',0,1620583591.6326516
10600,www.coinet.com,,,,,,R3,Let's Encrypt,False,b'20210324190049Z',b'20210622190049Z',0,1620583592.341845
10603,www.smc.org.ua,,,,,,R3,Let's Encrypt,False,b'20210419025618Z',b'20210718025618Z',0,1620583595.0107608
10605,libreriaslectura.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210405000000Z',b'20210704235959Z',0,1620583596.9113216
10606,heckfood.co.uk,,,,,,R3,Let's Encrypt,False,b'20210428220314Z',b'20210727220314Z',0,1620583597.1529603
10607,allfinanz-dvag.de,Allfinanz Deutsche Vermögensberatung AG,DE,,,,QuoVadis Global SSL ICA G3,QuoVadis Limited,False,b'20200710113700Z',b'20220710114700Z',0,1620583599.492725
10608,urplaneta.ru,,,,,,Let's Encrypt Authority X3,Let's Encrypt,True,b'20190815025540Z',b'20191113025540Z',10,1620583599.9510875
10609,*.politie.be,FOD Kanselarij van de Eerste Minister,BE,,,,TERENA SSL CA 3,TERENA,False,b'20191218000000Z',b'20211222120000Z',0,1620583600.2405431
10610,beaune-tourism.com,,,,,,R3,Let's Encrypt,False,b'20210429130305Z',b'20210728130305Z',0,1620583603.7711604
10611,solarevolutiononline.com,,,,,,R3,Let's Encrypt,False,b'20210404013245Z',b'20210703013245Z',0,1620583605.4624271
10613,www.countrymax.com,,,,,,GeoTrust RSA CA 2018,DigiCert Inc,False,b'20200713000000Z',b'20210911120000Z',0,1620583606.030674
10615,pscu.com,,,,,,Amazon,Amazon,False,b'20200727000000Z',b'20210827120000Z',0,1620583607.09812
10617,*.solmar.com,,,,,,ZeroSSL RSA Domain Secure Site CA,ZeroSSL,False,b'20210306000000Z',b'20220306235959Z',0,1620583607.9515264
10619,rownyc.com,,,,,,R3,Let's Encrypt,False,b'20210426124209Z',b'20210725124209Z',0,1620583608.9230778
10620,*.sportscafe.in,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20200929000000Z',b'20210930235959Z',0,1620583611.6989915
10623,credibase.com,,,,,,Amazon,Amazon,False,b'20201106000000Z',b'20211205235959Z',0,1620583616.0427995
10624,www.tslombard.com,TSL Research Group Ltd,GB,,,,DigiCert SHA2 Secure Server CA,DigiCert Inc,False,b'20200414000000Z',b'20210614120000Z',0,1620583616.270784
10625,schimiggy.com,,,,,,R3,Let's Encrypt,False,b'20210316063905Z',b'20210614063905Z',0,1620583617.3157306
10626,yogapractice.com,"Cloudflare, Inc.",US,,,,Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",False,b'20200812000000Z',b'20210812120000Z',0,1620583618.608109
10627,girls20.org,,,,,,R3,Let's Encrypt,False,b'20210411045941Z',b'20210710045941Z',0,1620583619.1483681
10628,c8418.cloudnet.cloud,,,,,,R3,Let's Encrypt,False,b'20210407155003Z',b'20210706155003Z',0,1620583620.5111842
10630,cancerandcareers.org,,,,,,R3,Let's Encrypt,False,b'20210408175608Z',b'20210707175608Z',0,1620583621.2692213
10631,32red.it,,,,,,R3,Let's Encrypt,False,b'20210325010849Z',b'20210623010849Z',0,1620583621.5459328
10632,*.sendinblue.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20201207000000Z',b'20211212235959Z',0,1620583621.7420785
10633,www.herbaria.com,,,,,,GeoTrust TLS DV RSA Mixed SHA256 2020 CA-1,DigiCert Inc,False,b'20210201000000Z',b'20220214235959Z',0,1620583622.0008585
10634,ahmedabadescortgirls.ahmedabadescorts.website,,,,,,ahmedabadescortgirls.ahmedabadescorts.website,,True,b'20191014031410Z',b'20201013031410Z',10,1620583622.5232632
10635,churchillspub.com,,,,,,R3,Let's Encrypt,False,b'20210423173330Z',b'20210722173330Z',0,1620583623.11841
10636,forerunnerc.com,,,,,,R3,Let's Encrypt,False,b'20210406202006Z',b'20210705202006Z',0,1620583623.806049
10637,povnet.org,,,,,,R3,Let's Encrypt,False,b'20210416131833Z',b'20210715131833Z',0,1620583624.6189377
10638,lupustv.co,,,,,,R3,Let's Encrypt,False,b'20210411183003Z',b'20210710183003Z',0,1620583627.268256
10639,kierratyskeskus.fi,Pääkaupunkiseudun Kierrätyskeskus Oy,FI,,,,Entrust Certification Authority - L1K,"Entrust, Inc.",False,b'20200228092815Z',b'20220322095814Z',0,1620583627.955473
10640,flexifoil.com,"Cloudflare, Inc.",US,,,,Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",False,b'20201116000000Z',b'20211115235959Z',0,1620583629.1679626
10641,scifiscoop.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210506000000Z',b'20210804235959Z',0,1620583629.7095633
10644,logixplorer.designsoft.biz,,,,,,R3,Let's Encrypt,False,b'20210315184147Z',b'20210613184147Z',0,1620583635.439031
10645,www.sao-alicization.net,,,,,,Amazon,Amazon,False,b'20210410000000Z',b'20220509235959Z',0,1620583636.5292513
10646,moneygram.info,,,,,,R3,Let's Encrypt,False,b'20210410194105Z',b'20210709194105Z',0,1620583637.2115703
10647,www.online-wohn-beratung.de,,,,,,R3,Let's Encrypt,False,b'20210410234954Z',b'20210709234954Z',0,1620583637.5320947
10648,dhge.de,Duale Hochschule Gera-Eisenach,DE,,,,DFN-Verein Global Issuing CA,Verein zur Foerderung eines Deutschen Forschungsnetzes e. V.,False,b'20191211105011Z',b'20220314105011Z',0,1620583637.7973537
10649,www.rhcholdings.net,"RHC Holdings, Inc.",US,,,,GeoTrust RSA CA 2018,DigiCert Inc,False,b'20200515000000Z',b'20210525120000Z',0,1620583639.428772
10650,*.boosterjuice.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,False,b'20190802000000Z',b'20210819235959Z',0,1620583641.2252223
10651,pulaskinews.co,,,,,,R3,Let's Encrypt,False,b'20210410233004Z',b'20210709233004Z',0,1620583642.0862854
10652,keystonewalls.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",False,b'20210306000000Z',b'20210604235959Z',0,1620583642.593118
