,CN,O,C,businessCategory,serialNumber,juristiction,issuer_CN,issuer_O,expired,notBefore,notAfter,verCode,time_collected
557,bokep2021-viral.duckdns.org,,,,,,R3,Let's Encrypt,0.0,b'20210421121421Z',b'20210720121421Z',0,1620479590.2453575
585,cpcontacts.eldredgelumber.com,,,,,,R3,Let's Encrypt,0.0,b'20210314090546Z',b'20210612090546Z',0,1620479590.2456272
655,nwdeit.cn,,,,,,R3,Let's Encrypt,0.0,b'20210421183715Z',b'20210720183715Z',0,1620479591.1872003
676,*.gogcdn.net,GOG Sp. z o.o.,PL,,,,DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0.0,b'20210303000000Z',b'20220118235959Z',0,1620479590.3878233
678,www.g6xdag4uxhgn5qma.net,,,,,,www.nfttlqzcudejvpeajd7.com,,1.0,b'20200522000000Z',b'20210504000000Z',21,1620479589.8899922
693,uupdr.cn,,,,,,R3,Let's Encrypt,0.0,b'20210414233413Z',b'20210713233413Z',0,1620479590.4879227
707,caixa.siteb.sg-host.com,,,,,,R3,Let's Encrypt,0.0,b'20210421004821Z',b'20210720004821Z',0,1620479591.13898
716,m-olx.app,,,,,,R3,Let's Encrypt,0.0,b'20210419090130Z',b'20210718090130Z',0,1620479590.4286191
729,officeoutlooklog.hopto.org,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210421000000Z',b'20210720235959Z',0,1620479590.8063743
752,revistasuninter.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210418000000Z',b'20210717235959Z',0,1620479590.7960365
789,www.praseco.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210409000000Z',b'20220509235959Z',0,1620479591.196809
855,*.wixsite.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210214000000Z',b'20210813235959Z',0,1620479590.3080826
866,*.k-b.gr,,,,,,*.k-b.gr,,0.0,b'20210421190556Z',b'20220421190556Z',18,1620479590.5861704
904,292qp.cn,,,,,,R3,Let's Encrypt,0.0,b'20210422122514Z',b'20210721122514Z',0,1620479590.0303721
905,www.orobaba.com,,,,,,R3,Let's Encrypt,0.0,b'20210411180041Z',b'20210710180041Z',0,1620479590.0216687
955,skyecorp.com.au,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210313000000Z',b'20210611235959Z',0,1620479591.0487247
1018,rm-ukparcel9743.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210421000000Z',b'20220421235959Z',0,1620479591.1959193
1132,sagacontratrading.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210219000000Z',b'20210520235959Z',0,1620479591.2048535
1149,*.frimujnry.com,,,,,,R3,Let's Encrypt,0.0,b'20210421152204Z',b'20210720152204Z',0,1620479591.1037812
1242,*.magasinaudiolight.com,,,,,,AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,0.0,b'20200820172308Z',b'20210821172308Z',0,1620479590.010041
1258,growingupawesome.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210421000000Z',b'20210720235959Z',0,1620479590.105324
1263,againforcreating.fromamazonteam.club,,,,,,R3,Let's Encrypt,0.0,b'20210421181044Z',b'20210720181044Z',0,1620479591.0309641
1318,get-payment.irs.gov.covidirs.com,,,,,,R3,Let's Encrypt,0.0,b'20210421143532Z',b'20210720143532Z',0,1620479590.361554
1324,marceloandre.repl.co,,,,,,R3,Let's Encrypt,0.0,b'20210412190115Z',b'20210711190115Z',0,1620479590.836862
1395,backoffice.cl,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210305000000Z',b'20210603235959Z',0,1620479590.440268
1400,2m-informatica.com,,,,,,R3,Let's Encrypt,0.0,b'20210412210620Z',b'20210711210620Z',0,1620479590.7549965
1415,test329df.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210422000000Z',b'20220422235959Z',0,1620479591.0384352
1425,smarttravelerpark.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20201210000000Z',b'20211210235959Z',0,1620479590.4368796
1468,amazon-update.auth.k-6.xyz,,,,,,R3,Let's Encrypt,0.0,b'20210421134327Z',b'20210720134327Z',0,1620479590.4568045
1490,citavirtualbncr.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210420000000Z',b'20220420235959Z',0,1620479590.586978
1497,*.koinsys.info,,,,,,R3,Let's Encrypt,1.0,b'20210203022711Z',b'20210504022711Z',0,1620479590.083463
1539,hermesparcelreschedule.co,,,,,,ZeroSSL RSA Domain Secure Site CA,ZeroSSL,0.0,b'20210421000000Z',b'20210720235959Z',0,1620479591.1724603
1562,personallink.my.id,,,,,,R3,Let's Encrypt,0.0,b'20210318054229Z',b'20210616054229Z',0,1620479590.2332513
1606,reewriuaerkuteawere.top,,,,,,R3,Let's Encrypt,0.0,b'20210421162202Z',b'20210720162202Z',0,1620479590.425421
1638,vodafone.pay-balance.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210422000000Z',b'20220422235959Z',0,1620479590.1750708
1699,olx.pl-holdorders.work,,,,,,R3,Let's Encrypt,0.0,b'20210422105426Z',b'20210721105426Z',0,1620479589.9857047
1717,pjprivatewealth.com.au,,,,,,R3,Let's Encrypt,0.0,b'20210225174353Z',b'20210526174353Z',0,1620479590.4784443
1785,cpcontacts.albertinainc.com,,,,,,R3,Let's Encrypt,0.0,b'20210305211659Z',b'20210603211659Z',0,1620479590.874779
1810,wlfbc.cn,,,,,,R3,Let's Encrypt,0.0,b'20210414221239Z',b'20210713221239Z',0,1620479590.1252074
1835,metamask-restores.net,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210403000000Z',b'20220403235959Z',0,1620479590.465761
1838,securite-client.eu,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210418000000Z',b'20220418235959Z',0,1620479589.9516857
1960,*.ingress-comporellon.easywp.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210330000000Z',b'20220330235959Z',0,1620479590.650384
1980,newmainverdict.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210421000000Z',b'20220421235959Z',0,1620479590.879197
1995,coredeep.co.za,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210310000000Z',b'20210608235959Z',0,1620479590.1244326
2016,annual-costco-membership-reward.ca,,,,,,R3,Let's Encrypt,0.0,b'20210418234435Z',b'20210717234435Z',0,1620479591.065043
2036,285milanobet.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210414000000Z',b'20220414235959Z',0,1620479590.4827125
2071,www.amakuzon.co.jp.xqyfiioj.top,,,,,,R3,Let's Encrypt,0.0,b'20210413112436Z',b'20210712112436Z',0,1620479590.016108
2087,www.domsworld.com,,,,,,R3,Let's Encrypt,0.0,b'20210422104841Z',b'20210721104841Z',0,1620479589.9999645
2095,traitpowder.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210422000000Z',b'20210721235959Z',0,1620479591.1580849
2127,drxktihe.cn,,,,,,R3,Let's Encrypt,0.0,b'20210420232459Z',b'20210719232459Z',0,1620479590.0423315
2157,account-update-linauc.kmlx3cnkw4ocnks9mxqbe.live,,,,,,R3,Let's Encrypt,0.0,b'20210421154910Z',b'20210720154910Z',0,1620479589.9287035
2202,yaciti.cn,,,,,,R3,Let's Encrypt,0.0,b'20210411035444Z',b'20210710035444Z',0,1620479590.1340406
2257,ritamarcus.repl.co,,,,,,R3,Let's Encrypt,0.0,b'20210414052745Z',b'20210713052745Z',0,1620479590.7081282
2258,builder.codes,,,,,,Amazon,Amazon,0.0,b'20210205000000Z',b'20220306235959Z',0,1620479590.2339017
2297,getsnew.vxip-skyevent0.gq,,,,,,getsnew.vxip-skyevent0.gq,,0.0,b'20210420053355Z',b'20220420053355Z',18,1620479590.127745
2298,cpcalendars.goamegolf.com,,,,,,R3,Let's Encrypt,0.0,b'20210331075759Z',b'20210629075759Z',0,1620479590.1962729
2311,ourdreamcars.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210421000000Z',b'20210720235959Z',0,1620479590.0351934
2387,equatorialguineaonline.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210403000000Z',b'20210702235959Z',0,1620479590.4618144
2397,bounce.fromamazoncardteam.buzz,,,,,,R3,Let's Encrypt,0.0,b'20210421183155Z',b'20210720183155Z',0,1620479590.8478854
2403,latefinland.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210420000000Z',b'20220420235959Z',0,1620479590.413706
2410,cloudedupdated.repl.co,,,,,,R3,Let's Encrypt,0.0,b'20210421193544Z',b'20210720193544Z',0,1620479590.0861874
2425,mentoring.beautyforashes.org,,,,,,R3,Let's Encrypt,0.0,b'20210320065207Z',b'20210618065207Z',0,1620479590.3431096
2494,acessosemprenovo.servecounterstrike.com,,,,,,R3,Let's Encrypt,0.0,b'20210419115409Z',b'20210718115409Z',0,1620479590.4359398
2520,*.detravelcafe.in,,,,,,R3,Let's Encrypt,0.0,b'20210422083038Z',b'20210721083038Z',0,1620479590.591424
2556,passoffice365.ddns.net,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210421000000Z',b'20210720235959Z',0,1620479590.1192589
2557,methodetr.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210421000000Z',b'20220421235959Z',0,1620479590.5732632
2617,medianet.org.pk,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210227000000Z',b'20210528235959Z',0,1620479590.0298781
2686,www.amazon-suahfue.date,,,,,,R3,Let's Encrypt,0.0,b'20210422052537Z',b'20210721052537Z',0,1620479591.2080522
2764,grupankaraexpress.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210421000000Z',b'20210720235959Z',0,1620479591.1763873
2815,americansoapsupplies.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200611000000Z',b'20210701235959Z',0,1620479590.0362535
2823,amazon-user.auth.jp-4.top,,,,,,R3,Let's Encrypt,0.0,b'20210421095520Z',b'20210720095520Z',0,1620479590.1446004
2877,www.coanwilliams.com,,,,,,R3,Let's Encrypt,0.0,b'20210409072352Z',b'20210708072352Z',0,1620479591.136425
2933,thespinvinyl.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210319000000Z',b'20210617235959Z',0,1620479590.3284748
3017,someoffice365docs.3utilities.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210421000000Z',b'20210720235959Z',0,1620479590.608057
3027,viewofficeoutlook.sytes.net,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210421000000Z',b'20210720235959Z',0,1620479590.4519775
3033,mailserver.repl.co,,,,,,R3,Let's Encrypt,0.0,b'20210419014336Z',b'20210718014336Z',0,1620479590.2126732
3106,antfiled.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210421000000Z',b'20220421235959Z',0,1620479590.4904747
3114,autohxxv.cn,,,,,,R3,Let's Encrypt,0.0,b'20210419000715Z',b'20210718000715Z',0,1620479590.6439755
3173,app.ms0ffice365setup.com,,,,,,R3,Let's Encrypt,0.0,b'20210413042431Z',b'20210712042431Z',0,1620479590.2754705
3196,caoutages-on.org,,,,,,R3,Let's Encrypt,0.0,b'20210421182214Z',b'20210720182214Z',0,1620479591.2363153
3206,btartinville.com,,,,,,R3,Let's Encrypt,0.0,b'20210409210640Z',b'20210708210640Z',0,1620479590.8194122
3273,amazon.jp-co.club,,,,,,R3,Let's Encrypt,0.0,b'20210422064352Z',b'20210721064352Z',0,1620479591.0927165
3280,lifegurunewshubb.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210329000000Z',b'20210627235959Z',0,1620479589.9963155
3293,livelobb.ajuda-sms.com,,,,,,R3,Let's Encrypt,0.0,b'20210417154220Z',b'20210716154220Z',0,1620479590.9251306
3320,*.webreus.net,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20201020000000Z',b'20211119235959Z',21,1620479590.7558053
0,*.sabbirsplanet.com,,,,,,R3,Let's Encrypt,0.0,b'20210401211542Z',b'20210630211542Z',0,1620479592.4427104
5,updatebot.repl.co,,,,,,R3,Let's Encrypt,0.0,b'20210418122040Z',b'20210717122040Z',0,1620479592.1538827
19,artsycraftsymom.co,,,,,,R3,Let's Encrypt,0.0,b'20210423124329Z',b'20210722124329Z',0,1620479592.0400412
23,hsbc.deny-payee-add.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210421000000Z',b'20220421235959Z',0,1620479592.5374093
33,*.ulcraft.com,,,,,,GoGetSSL RSA DV CA,GoGetSSL,0.0,b'20210203000000Z',b'20220203235959Z',0,1620479592.1708515
54,asseenontvexpress.co,,,,,,R3,Let's Encrypt,0.0,b'20210423123522Z',b'20210722123522Z',0,1620479592.2319818
61,superayakkabi.net,,,,,,R3,Let's Encrypt,0.0,b'20210330122107Z',b'20210628122107Z',0,1620479591.6947813
94,www1.micard.co.jp.hbvrj.com,,,,,,R3,Let's Encrypt,0.0,b'20210422103525Z',b'20210721103525Z',0,1620479591.861472
142,inforia.net,,,,,,R3,Let's Encrypt,0.0,b'20210422075901Z',b'20210721075901Z',0,1620479592.1209686
157,olx.pl-holding.shop,,,,,,R3,Let's Encrypt,0.0,b'20210423082331Z',b'20210722082331Z',0,1620479592.4136016
300,myelec.ddns.net,,,,,,R3,Let's Encrypt,0.0,b'20210410073716Z',b'20210709073716Z',0,1620479591.5236564
307,*.calebetienne.com,,,,,,R3,Let's Encrypt,0.0,b'20210422191107Z',b'20210721191107Z',0,1620479592.3658502
326,*.relime.org,,,,,,R3,Let's Encrypt,0.0,b'20210401020235Z',b'20210630020235Z',0,1620479592.3735485
339,www.amazon-co.jp.fbuanniels.top,,,,,,R3,Let's Encrypt,0.0,b'20210423100834Z',b'20210722100834Z',0,1620479591.5636685
364,*.consultatop.com.br,,,,,,R3,Let's Encrypt,0.0,b'20210321153049Z',b'20210619153049Z',0,1620479591.327703
448,jaccs.co.jp.ltxmjx.com,,,,,,R3,Let's Encrypt,0.0,b'20210422091522Z',b'20210721091522Z',0,1620479591.9051654
472,diateino.com,,,,,,R3,Let's Encrypt,0.0,b'20210422202458Z',b'20210721202458Z',0,1620479592.4128969
486,greatestawakening.net,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210420000000Z',b'20210719235959Z',0,1620479591.9234672
510,de-auto.ro,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210326000000Z',b'20210624235959Z',0,1620479591.8216727
543,myhermes.redeliverfee.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210420000000Z',b'20220420235959Z',0,1620479591.6058078
604,drivescapeads.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210415000000Z',b'20210714235959Z',0,1620479591.6244643
632,sugarpapkhot18.duckdns.org,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210422000000Z',b'20210721235959Z',0,1620479592.5393503
663,amgreatness.co,,,,,,R3,Let's Encrypt,0.0,b'20210423124322Z',b'20210722124322Z',0,1620479591.3334248
674,facebook.bestkhalid.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210423000000Z',b'20210722235959Z',0,1620479592.1912541
677,ohm-sport.fr,,,,,,R3,Let's Encrypt,0.0,b'20210408013244Z',b'20210707013244Z',0,1620479592.2818506
678,comfimin.my.id,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210329000000Z',b'20210627235959Z',0,1620479591.7081354
701,asianjunkie.co,,,,,,R3,Let's Encrypt,0.0,b'20210423123511Z',b'20210722123511Z',0,1620479592.4015844
704,bussines.lacuisinedetchems.com,,,,,,R3,Let's Encrypt,0.0,b'20210415043001Z',b'20210714043001Z',0,1620479592.2110147
730,boncopbadcop.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210303000000Z',b'20210601235959Z',0,1620479591.4604168
736,grupotechbox.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210308000000Z',b'20210606235959Z',0,1620479592.1546955
785,cpcontacts.weddingsyorkmaine.com,,,,,,R3,Let's Encrypt,0.0,b'20210308100747Z',b'20210606100747Z',0,1620479592.423989
830,hermesuk-redeliverycharge.info,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210420000000Z',b'20220420235959Z',0,1620479591.6202705
848,*.pymexbrokers.com.ar,,,,,,*.pymexbrokers.com.ar,,0.0,b'20210422174451Z',b'20220422174451Z',18,1620479592.409788
857,hotsnews.duckdns.org,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210422000000Z',b'20210721235959Z',0,1620479591.6611245
947,asianovel.co,,,,,,R3,Let's Encrypt,0.0,b'20210423123545Z',b'20210722123545Z',0,1620479592.296524
971,server.crezedigital.net,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20200624000000Z',b'20210624235959Z',0,1620479592.0267494
1033,*.mohdsalman.com,,,,,,R3,Let's Encrypt,0.0,b'20210315103052Z',b'20210613103052Z',0,1620479592.0429199
1137,mido-safe.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210414000000Z',b'20210713235959Z',0,1620479591.6873963
1144,a-unicef.com,,,,,,R3,Let's Encrypt,0.0,b'20210423031932Z',b'20210722031932Z',0,1620479592.4491751
1172,www.hermes-redelivery.link,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210421000000Z',b'20220421235959Z',0,1620479592.529934
1208,easypaperprojects.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210420000000Z',b'20210719235959Z',0,1620479591.9648707
1237,cpanel.findmy-online.us,,,,,,R3,Let's Encrypt,0.0,b'20210324163928Z',b'20210622163928Z',0,1620479591.2798512
1245,reaktivierungsdienstedersprk.de,,,,,,GeoTrust TLS DV RSA Mixed SHA256 2020 CA-1,DigiCert Inc,0.0,b'20210420000000Z',b'20220419235959Z',0,1620479591.9472582
1246,*.scsi.hr,,,,,,*.scsi.hr,,0.0,b'20210421210948Z',b'20220421210948Z',18,1620479592.1381392
1255,polskapoczta.kontopl.casa,,,,,,R3,Let's Encrypt,0.0,b'20210423104212Z',b'20210722104212Z',0,1620479592.5408156
1266,olx.pl.delivery.oferta-payment.life,,,,,,R3,Let's Encrypt,0.0,b'20210423072933Z',b'20210722072933Z',0,1620479591.3392117
1299,www.kimscakedesigns.com.au,,,,,,R3,Let's Encrypt,0.0,b'20210309175247Z',b'20210607175247Z',0,1620479591.917531
1319,web-mymonero.com,,,,,,R3,Let's Encrypt,0.0,b'20210420034745Z',b'20210719034745Z',0,1620479591.8563519
1342,gazeta-swiatowa.pl,,,,,,R3,Let's Encrypt,0.0,b'20210416112945Z',b'20210715112945Z',0,1620479592.3993042
1350,*.surfshop.ma,,,,,,*.surfshop.ma,,0.0,b'20210422194619Z',b'20220422194619Z',18,1620479591.6042702
1358,www.amazon-doup.date,,,,,,R3,Let's Encrypt,0.0,b'20210420153251Z',b'20210719153251Z',0,1620479592.150822
1374,www.apple-view-location54.ru,,,,,,GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,0.0,b'20200927044024Z',b'20211029044024Z',0,1620479592.1974533
1423,www.kalyanbhaktasangham.celebrations-cew.com,,,,,,R3,Let's Encrypt,0.0,b'20210423194047Z',b'20210722194047Z',0,1620479592.4623804
1440,electwoodard.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210317000000Z',b'20210615235959Z',0,1620479591.6773987
1460,starlingfinances.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210131000000Z',b'20220131235959Z',0,1620479591.662223
1464,spreadsavings.com,,,,,,R3,Let's Encrypt,0.0,b'20210419123146Z',b'20210718123146Z',0,1620479592.1124723
1467,amazon-gb.xyz,,,,,,R3,Let's Encrypt,0.0,b'20210421062610Z',b'20210720062610Z',0,1620479592.1453357
1508,www.eg.apisms.link,,,,,,R3,Let's Encrypt,0.0,b'20210316222543Z',b'20210614222543Z',0,1620479592.4902763
1514,planetw.ru,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210209000000Z',b'20220209235959Z',0,1620479591.3592198
1523,mail.katanyacin.com,,,,,,R3,Let's Encrypt,0.0,b'20210413144555Z',b'20210712144555Z',0,1620479591.780634
1557,steam.houyhdawnqaq.club,,,,,,R3,Let's Encrypt,0.0,b'20210421073811Z',b'20210720073811Z',0,1620479591.8958719
1566,2003.combihaler.com,,,,,,R3,Let's Encrypt,0.0,b'20210422015935Z',b'20210721015935Z',0,1620479592.5511541
1608,amazon.1on.live,,,,,,R3,Let's Encrypt,0.0,b'20210423133640Z',b'20210722133640Z',0,1620479591.883721
1626,wspane.cn,,,,,,R3,Let's Encrypt,0.0,b'20210422160147Z',b'20210721160147Z',0,1620479592.3751602
48,atlantictactical.co,,,,,,R3,Let's Encrypt,0.0,b'20210424133219Z',b'20210723133219Z',0,1620479593.423336
57,siqupb.org,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210406000000Z',b'20210705235959Z',0,1620479592.877837
79,*.udc.co.id,PT. United Dico Citas,ID,,,,Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0.0,b'20201001000000Z',b'20211001235959Z',0,1620479593.4443948
101,dashboard.it-seal.de,,,,,,R3,Let's Encrypt,0.0,b'20210321221409Z',b'20210619221409Z',0,1620479593.4002645
114,bingingwithbabish.co,,,,,,R3,Let's Encrypt,0.0,b'20210424132952Z',b'20210723132952Z',0,1620479593.6452346
149,kulikovets.ru,,,,,,R3,Let's Encrypt,0.0,b'20210419040128Z',b'20210718040128Z',0,1620479593.2420702
170,merrellsklepolska.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210423000000Z',b'20210722235959Z',0,1620479593.7583716
194,vodafone.bills-repaying.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210423000000Z',b'20220423235959Z',0,1620479593.5945945
271,whatsapp-bkp21.duckdns.org,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210420000000Z',b'20210719235959Z',0,1620479592.9495428
371,webmail.lamisioneracatolicafm.com,,,,,,R3,Let's Encrypt,0.0,b'20210213111558Z',b'20210514111558Z',0,1620479593.586669
379,track-parcel-rm.com,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20210421000000Z',b'20220421235959Z',0,1620479593.2604883
386,onemansausagefest.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210421000000Z',b'20210720235959Z',0,1620479593.0348713
401,keynotesmusic.ca,,,,,,R3,Let's Encrypt,0.0,b'20210406035856Z',b'20210705035856Z',0,1620479592.6291246
415,hugobosspl.pl,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210419000000Z',b'20210718235959Z',0,1620479593.9887283
419,micard-app.com,,,,,,R3,Let's Encrypt,0.0,b'20210422100337Z',b'20210721100337Z',0,1620479593.483122
429,fpmaam.org,,,,,,R3,Let's Encrypt,0.0,b'20210423195427Z',b'20210722195427Z',0,1620479593.0493767
489,grupwhatsapp2021.my.id,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210329000000Z',b'20210627235959Z',0,1620479593.3985817
515,swappauto.staging.lcsolutions.it,,,,,,R3,Let's Encrypt,0.0,b'20210301152107Z',b'20210530152107Z',0,1620479592.746239
529,rakteun.co.jp.fsjx8.com,,,,,,R3,Let's Encrypt,0.0,b'20210424165821Z',b'20210723165821Z',0,1620479593.0253398
550,clarksbuildingllc.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210412000000Z',b'20210711235959Z',0,1620479592.6140845
617,*.nexcess.net,,,,,,Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0.0,b'20200309000000Z',b'20220607235959Z',0,1620479593.709319
624,aishwaryainteriors.in,,,,,,R3,Let's Encrypt,0.0,b'20210423023613Z',b'20210722023613Z',0,1620479592.7891078
666,y6jsfeng.shop,,,,,,R3,Let's Encrypt,0.0,b'20210424141543Z',b'20210723141543Z',0,1620479592.654497
692,*.s3.eu-west-2.amazonaws.com,"Amazon.com, Inc.",US,,,,DigiCert Baltimore CA-2 G2,DigiCert Inc,0.0,b'20210114000000Z',b'20220118235959Z',0,1620479592.6905537
725,cx.avisoparavc.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210414000000Z',b'20210713235959Z',0,1620479593.5760403
744,feedessentialworkers.org,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210421000000Z',b'20210720235959Z',0,1620479593.8668604
756,erwinmoller.com,,,,,,R3,Let's Encrypt,0.0,b'20210419165001Z',b'20210718165001Z',0,1620479593.1814914
789,get-newgave.com,,,,,,R3,Let's Encrypt,0.0,b'20210424163540Z',b'20210723163540Z',0,1620479592.8257742
794,klveiculosmontealto.com.br,,,,,,R3,Let's Encrypt,0.0,b'20210424042734Z',b'20210723042734Z',0,1620479593.2083402
806,cellarstick.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210424000000Z',b'20210723235959Z',0,1620479593.9006648
858,www.ytcbev754fn.net,,,,,,www.b75yd4juz2strlz.com,,1.0,b'20210116000000Z',b'20210428235959Z',21,1620479592.59022
859,www-commbank.id8.com.au,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",1.0,b'20210124000000Z',b'20210424235959Z',0,1620479593.2011914
860,msdwt-k12-e.gq,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210423000000Z',b'20210722235959Z',0,1620479592.845685
896,195-189-96-37.cprapid.com,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210424000000Z',b'20220424235959Z',0,1620479593.87675
990,grup-bkphott81.duckdns.org,,,,,,"cPanel, Inc. Certification Authority","cPanel, Inc.",0.0,b'20210422000000Z',b'20210721235959Z',0,1620479593.199673
1019,amazon.1jp.one,,,,,,R3,Let's Encrypt,0.0,b'20210422131742Z',b'20210721131742Z',0,1620479593.298123
1082,astroempires.co,,,,,,R3,Let's Encrypt,0.0,b'20210423123630Z',b'20210722123630Z',0,1620479593.652787
1112,www.amakuzon.co.jp.suqinsnuos.top,,,,,,R3,Let's Encrypt,0.0,b'20210420002331Z',b'20210719002331Z',0,1620479593.209262
1205,rakuoten.roaknten.icu,,,,,,R3,Let's Encrypt,0.0,b'20210422152520Z',b'20210721152520Z',0,1620479593.9554162
1209,payments-olx.biz,,,,,,R3,Let's Encrypt,0.0,b'20210422161421Z',b'20210721161421Z',0,1620479592.9099941
1299,mustcleck.n3m2s.cn,,,,,,R3,Let's Encrypt,0.0,b'20210424164054Z',b'20210723164054Z',0,1620479593.9779232
